"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52825439594,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52964725761,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52114155675,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52971299359,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52178637244,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52138396126,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52326626586,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52582212917,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52712776517,"16/03/2024 to 13/03/2025",SGD,0.10,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52291551715,"16/03/2024 to 13/03/2025",SGD,0.30,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52664461119,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
"2024-03-16 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52392266482,"16/03/2024 to 13/03/2025",SGD,0.50,none,PAID
